Handle,Title,Body (HTML),Vendor,Standard Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
basketball-care-package-stickers,Basketball Care Package Stickers,"<meta charset=""utf-8"">
<p data-mce-fragment=""1"">Turn your delivery into something extraordinary. Our basketball care package sticker kits are printed on sticker paper, come ready to use and require no glue. Our kits are designed specifically for USPS Medium and Large flat rate boxes, but can be used on some UPS, FedEx and other shipping boxes. Please see more information on sizes below. <br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1""><meta charset=""utf-8"">PLEASE NOTE<br data-mce-fragment=""1"">◆◆ BOX NOT INCLUDED<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Your sticker kit Includes:<br data-mce-fragment=""1"">- 4 stickers<br data-mce-fragment=""1"">- Instructions<br data-mce-fragment=""1""><br data-mce-fragment=""1"">SIZES<br data-mce-fragment=""1""><br data-mce-fragment=""1"">◆Medium Flat Rate Kit:<br data-mce-fragment=""1"">- Top &amp; Bottom flaps (11"" X 4.25”)<br data-mce-fragment=""1"">- Side flaps (8.25"" X 4.25”)<br data-mce-fragment=""1"">- Covers box flaps only<br data-mce-fragment=""1""><br data-mce-fragment=""1"">◆XL Medium Flat Rate Kit:<br data-mce-fragment=""1"">- Top &amp; Bottom flaps (11"" X 6.25”)<br data-mce-fragment=""1"">- Side flaps (8.25"" X 6.25” )<br data-mce-fragment=""1"">- Covers box flaps and extends below flap<br data-mce-fragment=""1""><br data-mce-fragment=""1"">◆Large Flat Rate Kit:<br data-mce-fragment=""1"">- Top, Bottom and Side flaps (12"" X 6"")<br data-mce-fragment=""1"">- Covers box flaps only<br data-mce-fragment=""1""><br data-mce-fragment=""1"">◆XL Large Flat Rate Kit:<br data-mce-fragment=""1"">- Top, Bottom and Side flaps (12"" X 8”)<br data-mce-fragment=""1"">- Covers box flaps and extends below flap<br data-mce-fragment=""1""><br data-mce-fragment=""1"">◆10"" X 8"" Kit:<br data-mce-fragment=""1"">- Top, Bottom and Side flaps (10"" X 8”)<br data-mce-fragment=""1""><br data-mce-fragment=""1"">If you do not see the size you need, please contact us to create a custom sticker kit.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Sample show in in Large Flat Rate Size<br data-mce-fragment=""1""><br data-mce-fragment=""1"">USPS PRIORITY MAIL BOXES<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Medium and large flat rate boxes are a great way to ship your care packages. Visit your local US post office or USPS.com to receive your free flat rate shipping boxes. The box features predetermined rates for domestic packages up to 70 lbs. Priority mail boxes are also a great option for international shipping.<br data-mce-fragment=""1"">For direct links to order these boxes please feel free to contact me.</p>",Care Package Stickers,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Embellishments & Trims > Decorative Stickers,sticker,"basketball camp care package, basketball care package sticker, basketball fan gift box, basketball gift box for coach, basketball team gift, basketball themed gift box, college basketball player gift, sports camp care package, sports themed care package, sports themed gift box",TRUE,Size,Medium Flat Rate,,,,,,85.048569375,shopify,20,deny,manual,9.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0493/4146/4725/products/il_1588xN.2296818552_pues.jpg?v=1636942548,1,Basketball Care Package Stickers for Gift Box,FALSE,Basketball Care Package Stickers ,Our care package sticker kits are a quick any easy way to customize any college or team gift box. ,,,,,,,,,,,,,,,oz,,,active
football-care-package-stickers,Football Care Package Stickers,"<meta charset=""utf-8"">
<p data-mce-fragment=""1"">Turn your delivery into something extraordinary. Our football care package sticker kits are printed on sticker paper, come ready to use and require no glue. Our kits are designed specifically for USPS Medium and Large flat rate boxes, but can be used on some UPS, FedEx and other shipping boxes. Please see more information on sizes below. <br data-mce-fragment=""1""></p>
<p data-mce-fragment=""1""><meta charset=""utf-8"">PLEASE NOTE<br data-mce-fragment=""1"">◆◆ BOX NOT INCLUDED<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Your sticker kit Includes:<br data-mce-fragment=""1"">- 4 stickers<br data-mce-fragment=""1"">- Instructions<br data-mce-fragment=""1""><br data-mce-fragment=""1"">SIZES<br data-mce-fragment=""1""><br data-mce-fragment=""1"">◆Medium Flat Rate Kit:<br data-mce-fragment=""1"">- Top &amp; Bottom flaps (11"" X 4.25”)<br data-mce-fragment=""1"">- Side flaps (8.25"" X 4.25”)<br data-mce-fragment=""1"">- Covers box flaps only<br data-mce-fragment=""1""><br data-mce-fragment=""1"">◆XL Medium Flat Rate Kit:<br data-mce-fragment=""1"">- Top &amp; Bottom flaps (11"" X 6.25”)<br data-mce-fragment=""1"">- Side flaps (8.25"" X 6.25” )<br data-mce-fragment=""1"">- Covers box flaps and extends below flap<br data-mce-fragment=""1""><br data-mce-fragment=""1"">◆Large Flat Rate Kit:<br data-mce-fragment=""1"">- Top, Bottom and Side flaps (12"" X 6"")<br data-mce-fragment=""1"">- Covers box flaps only<br data-mce-fragment=""1""><br data-mce-fragment=""1"">◆XL Large Flat Rate Kit:<br data-mce-fragment=""1"">- Top, Bottom and Side flaps (12"" X 8”)<br data-mce-fragment=""1"">- Covers box flaps and extends below flap<br data-mce-fragment=""1""><br data-mce-fragment=""1"">◆10"" X 8"" Kit:<br data-mce-fragment=""1"">- Top, Bottom and Side flaps (10"" X 8”)<br data-mce-fragment=""1""><br data-mce-fragment=""1"">If you do not see the size you need, please contact us to create a custom sticker kit.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Sample show in in Large Flat Rate Size<br data-mce-fragment=""1""><br data-mce-fragment=""1"">USPS PRIORITY MAIL BOXES<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Medium and large flat rate boxes are a great way to ship your care packages. Visit your local US post office or USPS.com to receive your free flat rate shipping boxes. The box features predetermined rates for domestic packages up to 70 lbs. Priority mail boxes are also a great option for international shipping.<br data-mce-fragment=""1"">For direct links to order these boxes please feel free to contact me.</p>",Care Package Stickers,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Embellishments & Trims > Decorative Stickers,sticker,"football care package for camp, football care package stickers, football coach gift, football gift box for coach, football team gift box, football themed gift box, gifts for football team, sports camp care package, sports themed care package, sports themed gift box",TRUE,Size,Medium Flat Rate,,,,,,85.048569375,shopify,20,deny,manual,9.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0493/4146/4725/products/il_1588xN.2133305159_bs71.jpg?v=1636942254,1,Football Care Package Stickers,FALSE,Football Care Package Stickers ,Our care package sticker kits are a quick any easy way to customize any college or team gift box.,,,,,,,,,,,,,,,oz,,,active
christmas-care-package-stickers-snowman,Christmas Care Package Stickers- Snowman,"<meta charset=""utf-8""><span data-mce-fragment=""1"">Our Christmas snowman care package sticker kits are printed on sticker paper, come ready to use and require no glue. Our kits are designed specifically for USPS Medium and Large flat rate boxes, but can be used on some UPS, FedEx and other shipping boxes. Please see more information on sizes below.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Your sticker kit Includes:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- 4 stickers</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Instructions</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">SIZES</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">◆Medium Flat Rate Kit:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Top &amp; Bottom flaps (11"" X 4.25”)</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Side flaps (8.25"" X 4.25”)</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Covers box flaps only</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">◆XL Medium Flat Rate Kit:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Top &amp; Bottom flaps (11"" X 6.25”)</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Side flaps (8.25"" X 6.25” )</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Covers box flaps and extends below flap</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">◆Large Flat Rate Kit:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Top, Bottom and Side flaps (12"" X 6"")</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Covers box flaps only</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">◆XL Large Flat Rate Kit:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Top, Bottom and Side flaps (12"" X 8”)</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Covers box flaps and extends below flap</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">◆10"" X 8"" Kit:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Top, Bottom and Side flaps (10"" X 8”)</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">If you do not see the size you need, please contact us to create a custom sticker kit.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Sample show in in Large Flat Rate Size</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">USPS PRIORITY MAIL BOXES</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Medium and large flat rate boxes are a great way to ship your care packages. Visit your local US post office or USPS.com to receive your free flat rate shipping boxes. The box features predetermined rates for domestic packages up to 70 lbs. Priority mail boxes are also a great option for international shipping.</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">For direct links to order these boxes please feel free to contact me.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">◆◆ PLEASE NOTE ◆◆</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">-Not every USPS flat rate box will be the same exact size. Boxes may vary slightly. Large and APO/FPO flat rate boxes are generally 12"" X 12"" X 5.5"" and Medium flat rate boxes are generally 11"" X 8.5"" X 5.5"".</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">-Depending on how you would like your stickers to fit you may have to trim the stickers. Please take note of the sticker size when ordering.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">-All computer screens are different. Due to the differences in lighting, your computer monitor may depict the colors slightly different than the actual product.</span>",Care Package Stickers,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Embellishments & Trims > Decorative Stickers,sticker,"care package decoration, Care Package flaps, Care Package Stickers, christmas box for boyfriend, christmas care package, christmas care package for boyfriend, christmas care package for him, christmas care package for long distance relationship, christmas care package stickers, christmas college care package, decorative shipping box, Deployment Care Package, diy care package, kids christmas delivery box, long distance christmas gift box, snowman care package stickers, winter care package for boyfriend, winter care package for student",TRUE,Size,Medium Flat Rate,,,,,,85.048569375,shopify,20,deny,manual,9.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0493/4146/4725/products/il_1588xN.3430948470_qnez.jpg?v=1636942316,1,Snowman Care Package Stickers for Christmas,FALSE,Christmas Care Package Stickers ,Our Christmas care package sticker kits are a quick any easy way to customize any deployment care package or create a DIY gift box for out of town family and loved ones. ,,,,,,,,,,,,,,,oz,,,active
christmas-care-package-stickers-stink-stank-stunk,Christmas Care Package Stickers- Stink Stank Stunk,"<meta charset=""utf-8""><span data-mce-fragment=""1"">Our Christmas care package sticker kits are printed on sticker paper, come ready to use and require no glue. Our kits are designed specifically for USPS Medium and Large flat rate boxes, but can be used on some UPS, FedEx and other shipping boxes. Please see more information on sizes below.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Your sticker kit Includes:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- 4 stickers</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Instructions</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">SIZES</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">◆Medium Flat Rate Kit:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Top &amp; Bottom flaps (11"" X 4.25”)</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Side flaps (8.25"" X 4.25”)</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Covers box flaps only</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">◆XL Medium Flat Rate Kit:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Top &amp; Bottom flaps (11"" X 6.25”)</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Side flaps (8.25"" X 6.25” )</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Covers box flaps and extends below flap</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">◆Large Flat Rate Kit:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Top, Bottom and Side flaps (12"" X 6"")</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Covers box flaps only</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">◆XL Large Flat Rate Kit:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Top, Bottom and Side flaps (12"" X 8”)</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Covers box flaps and extends below flap</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">◆10"" X 8"" Kit:</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">- Top, Bottom and Side flaps (10"" X 8”)</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">If you do not see the size you need, please contact us to create a custom sticker kit.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Sample show in in Large Flat Rate Size</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">USPS PRIORITY MAIL BOXES</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Medium and large flat rate boxes are a great way to ship your care packages. Visit your local US post office or USPS.com to receive your free flat rate shipping boxes. The box features predetermined rates for domestic packages up to 70 lbs. Priority mail boxes are also a great option for international shipping.</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">For direct links to order these boxes please feel free to contact me.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">◆◆ PLEASE NOTE ◆◆</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">-Not every USPS flat rate box will be the same exact size. Boxes may vary slightly. Large and APO/FPO flat rate boxes are generally 12"" X 12"" X 5.5"" and Medium flat rate boxes are generally 11"" X 8.5"" X 5.5"".</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">-Depending on how you would like your stickers to fit you may have to trim the stickers. Please take note of the sticker size when ordering.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">-All computer screens are different. Due to the differences in lighting, your computer monitor may depict the colors slightly different than the actual product.</span>",Care Package Stickers,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Embellishments & Trims > Decorative Stickers,sticker,"care package decoration, Care Package flaps, care package for him, Care Package Stickers, christmas box for boyfriend, christmas care package, christmas care package for boyfriend, christmas care package for him, christmas care package for long distance relationship, christmas care package stickers, christmas college care package, christmas deployment, decorative shipping box, Deployment Care Package, deployment stink stank stunk, diy care package, long distance christmas gift box, shipping box stickers",TRUE,Size,Medium Flat Rate,,,,,,85.048569375,shopify,20,deny,manual,9.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0493/4146/4725/products/il_1588xN.3403095224_gm4f.jpg?v=1636942342,1,Deployment Care Package for Christmas,FALSE,Christmas Care Package Stickers ,Our Christmas care package sticker kits are a quick any easy way to customize any deployment care package or create a DIY gift box for out of town family and loved ones. ,,,,,,,,,,,,,,,oz,,,active
thanksgiving-care-package-stickers-thankful-for-you,Thanksgiving Care Package Stickers- Thankful For You,"<meta charset=""utf-8"">
<p data-mce-fragment=""1"">Turn your delivery into something extraordinary. Our Thanksgiving care package sticker kits are printed on sticker paper, come ready to use and require no glue. Our kits are designed specifically for USPS Medium and Large flat rate boxes, but can be used on some UPS, FedEx and other shipping boxes. Please see more information on sizes below.</p>
<p data-mce-fragment=""1""><meta charset=""utf-8"">PLEASE NOTE<br data-mce-fragment=""1"">◆◆ BOX NOT INCLUDED<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Your sticker kit Includes:<br data-mce-fragment=""1"">- 4 stickers<br data-mce-fragment=""1"">- Instructions<br data-mce-fragment=""1""><br data-mce-fragment=""1"">SIZES<br data-mce-fragment=""1""><br data-mce-fragment=""1"">◆Medium Flat Rate Kit:<br data-mce-fragment=""1"">- Top &amp; Bottom flaps (11"" X 4.25”)<br data-mce-fragment=""1"">- Side flaps (8.25"" X 4.25”)<br data-mce-fragment=""1"">- Covers box flaps only<br data-mce-fragment=""1""><br data-mce-fragment=""1"">◆XL Medium Flat Rate Kit:<br data-mce-fragment=""1"">- Top &amp; Bottom flaps (11"" X 6.25”)<br data-mce-fragment=""1"">- Side flaps (8.25"" X 6.25” )<br data-mce-fragment=""1"">- Covers box flaps and extends below flap<br data-mce-fragment=""1""><br data-mce-fragment=""1"">◆Large Flat Rate Kit:<br data-mce-fragment=""1"">- Top, Bottom and Side flaps (12"" X 6"")<br data-mce-fragment=""1"">- Covers box flaps only<br data-mce-fragment=""1""><br data-mce-fragment=""1"">◆XL Large Flat Rate Kit:<br data-mce-fragment=""1"">- Top, Bottom and Side flaps (12"" X 8”)<br data-mce-fragment=""1"">- Covers box flaps and extends below flap<br data-mce-fragment=""1""><br data-mce-fragment=""1"">◆10"" X 8"" Kit:<br data-mce-fragment=""1"">- Top, Bottom and Side flaps (10"" X 8”)<br data-mce-fragment=""1""><br data-mce-fragment=""1"">If you do not see the size you need, please contact us to create a custom sticker kit.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Sample show in in Large Flat Rate Size<br data-mce-fragment=""1""><br data-mce-fragment=""1"">USPS PRIORITY MAIL BOXES<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Medium and large flat rate boxes are a great way to ship your care packages. Visit your local US post office or USPS.com to receive your free flat rate shipping boxes. The box features predetermined rates for domestic packages up to 70 lbs. Priority mail boxes are also a great option for international shipping.<br data-mce-fragment=""1"">For direct links to order these boxes please feel free to contact me.</p>",Care Package Stickers,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Embellishments & Trims > Decorative Stickers,sticker,"Care Package flaps, care package for her, care package for him, Care Package Stickers, College care package, Deployment Care Package, diy thanksgiving care package, DIY thanksgiving care package ideas, fall care package, gobble gobble care package, shipping box stickers, thankful for you care package, thankful for you gift box, Thanksgiving care package, thanksgiving care package decoration, thanksgiving care package stickers, thanksgiving gift box, thanksgiving shipping box",TRUE,Size,Medium Flat Rate,,,,,,85.048569375,shopify,20,deny,manual,9.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0493/4146/4725/products/il_1588xN.3405168326_sucm.jpg?v=1636313754,1,,FALSE,Thanksgiving Care Package Stickers ,"Our Thanksgiving care package sticker kits are a quick any easy way to customize any college, deployment or long distance care package.",,,,,,,,,,,,,,,oz,,,active
thanksgiving-care-package-stickers-thankful-for-you,,,,,,,,,XL Medium Flat Rate,,,,,,85.048569375,shopify,20,deny,manual,9.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0493/4146/4725/products/il_794xN.3405168304_ozmm.jpg?v=1636313754,2,,,,,,,,,,,,,,,,,,,oz,,,
copy-of-thanksgiving-care-package-stickers-turkey,Thanksgiving Care Package Stickers- Turkey,"<meta charset=""utf-8"">
<p data-mce-fragment=""1"">Turn your delivery into something extraordinary. Our Thanksgiving care package sticker kits are printed on sticker paper, come ready to use and require no glue. Our kits are designed specifically for USPS Medium and Large flat rate boxes, but can be used on some UPS, FedEx and other shipping boxes. Please see more information on sizes below.</p>
<p data-mce-fragment=""1""><meta charset=""utf-8"">PLEASE NOTE<br data-mce-fragment=""1"">◆◆ BOX NOT INCLUDED<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Your sticker kit Includes:<br data-mce-fragment=""1"">- 4 stickers<br data-mce-fragment=""1"">- Instructions<br data-mce-fragment=""1""><br data-mce-fragment=""1"">SIZES<br data-mce-fragment=""1""><br data-mce-fragment=""1"">◆Medium Flat Rate Kit:<br data-mce-fragment=""1"">- Top &amp; Bottom flaps (11"" X 4.25”)<br data-mce-fragment=""1"">- Side flaps (8.25"" X 4.25”)<br data-mce-fragment=""1"">- Covers box flaps only<br data-mce-fragment=""1""><br data-mce-fragment=""1"">◆XL Medium Flat Rate Kit:<br data-mce-fragment=""1"">- Top &amp; Bottom flaps (11"" X 6.25”)<br data-mce-fragment=""1"">- Side flaps (8.25"" X 6.25” )<br data-mce-fragment=""1"">- Covers box flaps and extends below flap<br data-mce-fragment=""1""><br data-mce-fragment=""1"">◆Large Flat Rate Kit:<br data-mce-fragment=""1"">- Top, Bottom and Side flaps (12"" X 6"")<br data-mce-fragment=""1"">- Covers box flaps only<br data-mce-fragment=""1""><br data-mce-fragment=""1"">◆XL Large Flat Rate Kit:<br data-mce-fragment=""1"">- Top, Bottom and Side flaps (12"" X 8”)<br data-mce-fragment=""1"">- Covers box flaps and extends below flap<br data-mce-fragment=""1""><br data-mce-fragment=""1"">◆10"" X 8"" Kit:<br data-mce-fragment=""1"">- Top, Bottom and Side flaps (10"" X 8”)<br data-mce-fragment=""1""><br data-mce-fragment=""1"">If you do not see the size you need, please contact us to create a custom sticker kit.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Sample show in in Large Flat Rate Size<br data-mce-fragment=""1""><br data-mce-fragment=""1"">USPS PRIORITY MAIL BOXES<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Medium and large flat rate boxes are a great way to ship your care packages. Visit your local US post office or USPS.com to receive your free flat rate shipping boxes. The box features predetermined rates for domestic packages up to 70 lbs. Priority mail boxes are also a great option for international shipping.<br data-mce-fragment=""1"">For direct links to order these boxes please feel free to contact me.</p>",Care Package Stickers,Arts & Entertainment > Hobbies & Creative Arts > Arts & Crafts > Art & Crafting Materials > Embellishments & Trims > Decorative Stickers,sticker,"Care Package flaps, care package for her, care package for him, Care Package Stickers, College care package, Deployment Care Package, diy thanksgiving care package, DIY thanksgiving care package ideas, fall care package, gobble gobble care package, shipping box stickers, Thanksgiving care package, thanksgiving care package decoration, thanksgiving care package stickers, thanksgiving gift box, thanksgiving shipping box, turkey care paackage",TRUE,Size,Medium Flat Rate,,,,,,85.048569375,shopify,20,deny,manual,9.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0493/4146/4725/products/il_1588xN.3439571127_48sz.jpg?v=1636313446,1,Thanksgiving Care Packagae Stickers,FALSE,Thanksgiving Care Package Stickers ,"Our Thanksgiving care package sticker kits are a quick any easy way to customize any college, deployment or long distance care package.",,,,,,,,,,,,,,,oz,,,active
